scaffold,R1,R2,R3,analogue_smiles
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,phenyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(=O)O)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,4-fluorophenyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,4-chlorophenyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(=O)O)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,2-carboxyphenyl,O=C(O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,2-naphthyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,"4,1'-biphenyl",O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,"3,1'-biphenyl",O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(=O)O)c(Nc4nccc(-c5cc[nH]c5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,carboxy,benzylpipirazyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,hydrogen,CN(C)c1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,phenyl,CN(C)c1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(N(C)C)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,4-fluorophenyl,CN(C)c1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,4-chlorophenyl,CN(C)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,4-cyanophenyl,CN(C)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(N(C)C)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,2-carboxyphenyl,CN(C)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,2-naphthyl,CN(C)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,"4,1'-biphenyl",CN(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,"3,1'-biphenyl",CN(C)c1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(N(C)C)c(Nc4nccc(-c5cc[nH]c5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,dimethylamino,benzylpipirazyl,CN(C)c1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,hydrogen,CNc1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,phenyl,CNc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,4-methylphenyl,CNc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,4-fluorophenyl,CNc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,4-chlorophenyl,CNc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,4-cyanophenyl,CNc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,2-methoxyphenyl,CNc1ccc(NC(=O)c2ccccc2OC)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,2-carboxyphenyl,CNc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,2-naphthyl,CNc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,"4,1'-biphenyl",CNc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,"3,1'-biphenyl",CNc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,benzyl-4-methylpipirazyl,CNc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methylamino,benzylpipirazyl,CNc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,hydrogen,O=CNc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,phenyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(O)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,4-fluorophenyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,4-chlorophenyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(O)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,2-naphthyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,"4,1'-biphenyl",O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,"3,1'-biphenyl",O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(O)c(Nc4nccc(-c5cc[nH]c5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,hydroxy,benzylpipirazyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3cc[nH]c3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,hydrogen,COc1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,phenyl,COc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,4-methylphenyl,COc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,4-fluorophenyl,COc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,4-chlorophenyl,COc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,4-cyanophenyl,COc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,2-methoxyphenyl,COc1ccc(NC(=O)c2ccccc2OC)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,2-carboxyphenyl,COc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,2-naphthyl,COc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,"4,1'-biphenyl",COc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,"3,1'-biphenyl",COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,benzyl-4-methylpipirazyl,COc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,methoxy,benzylpipirazyl,COc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,hydrogen,Nc1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,phenyl,Nc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(N)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,4-fluorophenyl,Nc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,4-chlorophenyl,Nc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(N)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(N)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,2-carboxyphenyl,Nc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,2-naphthyl,Nc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,"4,1'-biphenyl",Nc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,"3,1'-biphenyl",Nc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(N)c(Nc4nccc(-c5cc[nH]c5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,amino,benzylpipirazyl,Nc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,hydrogen,N#Cc1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,phenyl,N#Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C#N)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,4-fluorophenyl,N#Cc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,4-chlorophenyl,N#Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C#N)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C#N)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,2-carboxyphenyl,N#Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,2-naphthyl,N#Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,"4,1'-biphenyl",N#Cc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,"3,1'-biphenyl",N#Cc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C#N)c(Nc4nccc(-c5cc[nH]c5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,cyano,benzylpipirazyl,N#Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,hydrogen,CSc1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,phenyl,CSc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,4-methylphenyl,CSc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,4-fluorophenyl,CSc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,4-chlorophenyl,CSc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,4-cyanophenyl,CSc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(SC)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,2-carboxyphenyl,CSc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,2-naphthyl,CSc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,"4,1'-biphenyl",CSc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,"3,1'-biphenyl",CSc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,benzyl-4-methylpipirazyl,CSc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,thioether,benzylpipirazyl,CSc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,hydrogen,CS(=O)c1ccc(NC=O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,phenyl,CS(=O)c1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(S(C)=O)c(Nc3nccc(-c4cc[nH]c4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,4-fluorophenyl,CS(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,4-chlorophenyl,CS(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,4-cyanophenyl,CS(=O)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(S(C)=O)c(Nc2nccc(-c3cc[nH]c3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,2-carboxyphenyl,CS(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,2-naphthyl,CS(=O)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,"4,1'-biphenyl",CS(=O)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,"3,1'-biphenyl",CS(=O)c1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2cc[nH]c2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,3-pyrrolyl,sulfoxide,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(S(C)=O)c(Nc4nccc(-c5cc[nH]c5)n4)c3)cc2)CC1
